id,title,keywords,rating,solved
1659E ,AND-MEX Walk,"bitmasks, brute force, constructive algorithms, dfs and similar, dsu, graphs",2200,1381
1659D,Reverse Sort Sum,"constructive algorithms, data structures, greedy, implementation, math, two pointers",1900,3717
1659C,Line Empire,"binary search, brute force, dp, greedy, implementation, math",1500,9018
1659B,Bit Flipping,"bitmasks, constructive algorithms, greedy, strings",1300,10230
1659A,Red Versus Blue,"constructive algorithms, greedy, implementation, math",1000,15780
1658F,Juju and Binary String,"brute force, constructive algorithms, greedy, math",2700,695
1658E ,Gojou and Matrix Game,"data structures, dp, games, hashing, implementation, math, number theory, sortings",2500,947
1658D2,388535 (Hard Version),"bitmasks, brute force, data structures, math",2300,2306
1658D1,388535 (Easy Version),"bitmasks, math",1600,8414
1658C,Shinju and the Lost Permutation,"constructive algorithms, math",1700,8850
1658B,Marin and Anti-coprime Permutation,"combinatorics, math, number theory",800,18077
1658A,Marin and Photoshoot,"constructive algorithms, implementation, math",800,19900
1657F,Words on Tree,"2-sat, dfs and similar, dsu, graphs, trees",2600,513
1657E ,Star MST,"combinatorics, dp, graph matchings, math",2200,1877
1657D,For Gamers. By Gamers.,"binary search, brute force, greedy, math, sortings",2000,4577
1657C,Bracket Sequence Deletion,"greedy, implementation",1200,16153
1657B,XY Sequence,greedy,800,22291
1657A,Integer Moves,"brute force, math",800,23370
1656I,Neighbour Ordering,"constructive algorithms, graphs",3500,76
1656H,Equal LCM Subsets,"data structures, math, number theory",3200,350
1656G,Cycle Palindrome,"constructive algorithms, graphs, math",3200,256
1656F,Parametric MST,"binary search, constructive algorithms, graphs, greedy, math, sortings",2600,940
1656E ,Equal Tree Sums,"constructive algorithms, dfs and similar, math, trees",2200,3176
1656D,K-good,"constructive algorithms, math, number theory",1900,6351
1656C,Make Equal With Mod,"constructive algorithms, math, number theory, sortings",1200,17724
1656B,Subtract Operation,"data structures, greedy, math, two pointers",1100,16715
1656A,Good Pairs,"math, sortings",800,18899
1654H,Three Minimums,"combinatorics, constructive algorithms, divide and conquer, dp, fft, math",3500,66
1654G,Snowy Mountain,"data structures, dfs and similar, graphs, greedy, shortest paths, trees",2900,333
1654F,Minimal String Xoration,"bitmasks, data structures, divide and conquer, greedy, hashing, sortings, strings",2800,958
1654E ,Arithmetic Operations,"brute force, data structures, graphs, math",2300,1903
1654D,Potion Brewing Class,"dfs and similar, math, number theory, trees",2100,2691
1654C,Alice and the Cake,"data structures, greedy, implementation, sortings",1400,12749
1654B,Prefix Removals,strings,800,15308
1654A,Maximum Cake Tastiness,"brute force, greedy, implementation, sortings",800,18177
1651F,Tower Defense,"binary search, brute force, data structures",3000,335
1651E ,Sum of Matchings,"brute force, combinatorics, constructive algorithms, dfs and similar, graph matchings, greedy, math",2600,467
1651D,Nearest Excluded Points,"binary search, data structures, dfs and similar, graphs, shortest paths",1900,4571
1651C,Fault-tolerant Network,"brute force, data structures, implementation",1500,10124
1651B,Prove Him Wrong,"constructive algorithms, greedy",800,19184
1651A,Playoff,implementation,800,25006
1650G,Counting Shortcuts,"data structures, dfs and similar, dp, graphs, shortest paths",2100,2224
1650F,Vitaly and Advanced Useless Algorithms,"dp, greedy, implementation",2200,1317
1650E ,Rescheduling the Exam,"binary search, data structures, greedy, implementation, math, sortings",1900,3863
1650D,Twist the Permutation,"brute force, constructive algorithms, implementation, math",1300,12279
1650C,Weight of the System of Nested Segments,"greedy, hashing, implementation, sortings",1200,15681
1650B,DIV + MOD,math,900,25851
1650A,Deletions of Two Adjacent Letters,"implementation, strings",800,32846
1649B,Game of Ball Passing,"greedy, implementation",1300,12418
1649A,Game,implementation,800,15084
1648F,Two Avenues,"data structures, dfs and similar, graphs",3500,97
1648E ,Air Reform,"data structures, dfs and similar, divide and conquer, dsu, graphs, implementation, trees",3200,358
1648D,Serious Business,"data structures, divide and conquer, dp, implementation, shortest paths",2800,726
1648C,Tyler and Strings,"combinatorics, data structures, implementation",1900,2763
1648B,Integral Array,"brute force, constructive algorithms, data structures, math",1800,5906
1648A,Weird Sum,"combinatorics, data structures, geometry, math, matrices, sortings",1400,11136
1647F,Madoka and Laziness,"dp, greedy",3100,369
1647E ,Madoka and the Sixth-graders,"data structures, dfs and similar, greedy",2500,915
1647D,Madoka and the Best School in Russia,"constructive algorithms, dp, math, number theory",1900,4972
1647C,Madoka and Childish Pranks,"constructive algorithms, greedy",1300,12109
1647B,Madoka and the Elegant Gift,"brute force, constructive algorithms, graphs, implementation",1200,14761
1647A,Madoka and Math Dad,"implementation, math",800,22145
1646F,Playing Around the Table,"constructive algorithms, greedy, implementation",2900,376
1646E ,Power Board,"brute force, dp, math, number theory",2200,2201
1646D,Weight the Tree,"constructive algorithms, dfs and similar, dp, implementation, trees",2000,3370
1646C,Factorials and Powers of Two,"bitmasks, brute force, constructive algorithms, dp, math",1500,12314
1646B,Quality vs Quantity,"brute force, constructive algorithms, greedy, sortings, two pointers",800,20426
1646A,Square Counting,math,800,23613
1644F,Basis,"combinatorics, fft, math, number theory",2900,299
1644E ,Expand the Path,"brute force, combinatorics, data structures, implementation, math",1900,2839
1644D,Cross Coloring,"data structures, implementation, math",1700,6761
1644C,Increase Subarray Sums,"brute force, dp, greedy, implementation",1400,12930
1644B,Anti-Fibonacci Permutation,"brute force, constructive algorithms, implementation",800,20240
1644A,Doors and Keys,implementation,800,26373
1642B,Power Walking,greedy,900,16221
1642A,Hard Way,geometry,800,15659
1641F,Covering Circle,geometry,3500,89
1641E ,Special Positions,"combinatorics, divide and conquer, fft, math",3300,186
1641D,Two Arrays,"bitmasks, brute force, combinatorics, greedy, hashing, math, two pointers",2700,975
1641C,Anonymity Is Important,"binary search, brute force, data structures, dsu, greedy, sortings",2200,2233
1641B,Repetitions Decoding,"constructive algorithms, implementation, sortings",2000,3641
1641A,Great Sequence,"brute force, greedy, sortings",1200,17040
1639K,Treasure Hunt,"graphs, interactive",,0
1639J,Treasure Hunt,"graphs, interactive",,0
1639I,Treasure Hunt,"graphs, interactive",,0
1639H,Treasure Hunt,"graphs, interactive",,0
1639G,Treasure Hunt,"graphs, interactive",,0
1639F,Treasure Hunt,"graphs, interactive",,0
1639E ,Treasure Hunt,"graphs, interactive",,0
1639D,Treasure Hunt,"graphs, interactive",,0
1639C,Treasure Hunt,"graphs, interactive",,0
1639B,Treasure Hunt,"graphs, interactive",,0
1639A,Treasure Hunt,"graphs, interactive",,0
1638F,Two Posters,"brute force, data structures, greedy, two pointers",3200,181
1638E ,Colorful Operations,"brute force, data structures, implementation",2400,1696
1638D,Big Brush,"constructive algorithms, data structures, greedy, implementation",2000,3920
1638C,Inversion Graph,"data structures, dsu, graphs, math",1300,13983
1638B,Odd Swap Sort,"data structures, math, sortings",1100,19738
1638A,Reverse,"constructive algorithms, greedy, math",800,20973
1637H,Minimize Inversions Number,"data structures, greedy, math, sortings",3500,290
1637G,Birthday,"constructive algorithms, greedy, math",3000,417
1637F,Towers,"constructive algorithms, dfs and similar, dp, greedy, trees",2500,1614
1637E ,Best Pair,"binary search, brute force, implementation",2100,3078
1637D,Yet Another Minimization Problem,"dp, greedy, math",1800,7016
1637C,Andrew and Stones,"greedy, implementation",1200,16856
1637B,MEX and Array,"brute force, dp, greedy, math",1100,14425
1637A,Sorting Parts,"brute force, sortings",800,21772
1635F,Closest Pair,"data structures, greedy",2800,940
1635E ,Cars,"2-sat, constructive algorithms, dfs and similar, dsu, graphs, greedy, sortings",2200,2058
1635D,Infinite Set,"bitmasks, dp, math, matrices, number theory, strings",1800,5731
1635C,Differential Sorting,"constructive algorithms, greedy",1200,15549
1635B,Avoid Local Maximums,greedy,800,17607
1635A,Min Or Sum,"bitmasks, greedy",800,21363
1634F,Fibonacci Additions,"brute force, data structures, hashing, implementation, math",2700,1447
1634E ,Fair Share,"constructive algorithms, data structures, dfs and similar, graph matchings, graphs",2400,1541
1634D,Finding Zero,"constructive algorithms, interactive, math",2000,4118
1634C,OKEA,constructive algorithms,1000,17659
1634B,Fortune Telling,"bitmasks, math",1400,14991
1634A,Reverse and Concatenate,"greedy, strings",800,23394
1633F,Perfect Matching,"data structures, divide and conquer, interactive, trees",2800,289
1633E ,Spanning Tree Queries,"binary search, data structures, dfs and similar, dsu, graphs, greedy, math, sortings, trees",2400,1415
1633D,Make Them Equal,"dp, greedy",1600,12184
1633C,Kill the Monster,"brute force, math",1100,19035
1633B,Minority,greedy,800,26726
1633A,Div. 7,brute force,800,30849
1632E 2,Distance Tree (hard version),"binary search, dfs and similar, shortest paths, trees",2700,878
1632E 1,Distance Tree (easy version),"binary search, data structures, dfs and similar, graphs, shortest paths, trees",2400,1066
1632D,New Year Concert,"binary search, data structures, greedy, math, number theory, two pointers",2000,4279
1632C,Strange Test,"binary search, bitmasks, brute force, dp, math",1600,11752
1632B,Roof Construction,"bitmasks, constructive algorithms",1000,19694
1632A,ABC,implementation,800,28183
1631B,Fun with Even Subarrays,"dp, greedy",1100,18539
1631A,Min Max Swap,greedy,800,28057
1630F,Making It Bipartite,"flows, graph matchings, graphs, number theory",3400,444
1630E ,Expected Components,"combinatorics, math, number theory, probabilities",2900,382
1630D,Flipping Range,"constructive algorithms, dp, greedy, number theory",2400,1443
1630C,Paint the Middle,"dp, greedy, sortings, two pointers",2200,2747
1630B,Range and Partition,"binary search, constructive algorithms, data structures, greedy, two pointers",1800,5306
1630A,And Matching,"bitmasks, constructive algorithms",1500,13542
1629B,GCD Arrays,"greedy, math, number theory",800,22456
1629A,Download More RAM,"brute force, greedy, sortings",800,27888
1628F,Spaceship Crisis Management,"binary search, data structures, geometry, sortings",3500,79
1628E ,Groceries in Meteor Town,"binary search, data structures, dsu, trees",3100,738
1628D2,Game on Sum (Hard Version),"combinatorics, dp, games, math",2400,1877
1628D1,Game on Sum (Easy Version),"combinatorics, dp, games, math",2100,2882
1628C,Grid Xor,"constructive algorithms, greedy, implementation, interactive, math",2300,2986
1628B,Peculiar Movie Preferences,"greedy, strings",1700,10812
1628A,Meximum Array,"binary search, constructive algorithms, greedy, implementation, math, two pointers",1400,14743
1627F,Not Splitting,"geometry, graphs, greedy, implementation, shortest paths",2700,541
1627E ,Not Escaping,"data structures, dp, implementation, shortest paths, two pointers",2200,2136
1627D,Not Adding,"brute force, dp, math, number theory",1900,7471
1627C,Not Assigning,"constructive algorithms, dfs and similar, number theory, trees",1400,13513
1627B,Not Sitting,"games, greedy, sortings",1300,15872
1627A,Not Shading,"constructive algorithms, implementation",800,23442
1626F,A Random Code Problem,"combinatorics, dp, math, number theory, probabilities",2800,668
1626E ,Black and White Tree,"dfs and similar, greedy, trees",2400,1457
1626D,Martial Arts Tournament,"binary search, brute force, greedy, math",2100,3670
1626C,Monsters And Spells,"binary search, data structures, dp, greedy, implementation, math, two pointers",1700,10312
1626B,Minor Reduction,"greedy, strings",1100,21701
1626A,Equidistant Letters,"constructive algorithms, sortings",800,27716
1625E 2,Cats on the Upgrade (hard version),"binary search, data structures, dfs and similar, graphs, trees",2800,532
1625E 1,Cats on the Upgrade (easy version),"brute force, data structures, dfs and similar, divide and conquer, dp, graphs, trees",2500,936
1625D,Binary Spiders,"bitmasks, data structures, implementation, math, sortings, trees",2300,1885
1625C,Road Optimization,dp,1700,9472
1625B,Elementary Particles,"brute force, greedy, sortings",1100,15587
1625A,Ancient Civilization,"bitmasks, greedy, math",800,16713
1624G,MinOr Tree,"bitmasks, dfs and similar, dsu, graphs, greedy",1900,5193
1624F,Interacdive Problem,"binary search, constructive algorithms, interactive",2000,3038
1624E ,Masha-forgetful,"brute force, constructive algorithms, dp, hashing, implementation, strings",2000,3785
1624D,Palindromes Coloring,"binary search, greedy, sortings, strings",1400,15469
1624C,Division by Two and Permutation,"constructive algorithms, flows, graph matchings, greedy, math",1100,23189
1624B,Make AP,"implementation, math",900,32067
1624A,Plus One on the Subset,math,800,47025
1623E ,Middle Duplication,"data structures, dfs and similar, greedy, strings, trees",2500,1049
1623D,Robot Cleaner Revisit,"implementation, math, probabilities",2300,1317
1623C,Balanced Stone Heaps,"binary search, greedy",1600,10606
1623B,Game on Ranges,"brute force, dfs and similar, implementation, sortings",1100,13690
1623A,Robot Cleaner,"brute force, implementation, math",800,19625
1622F,Quadratic Set,"constructive algorithms, hashing, math, number theory",2900,565
